lemma_slp1	n_ambiguous_forms	sample
aklizwa	1	dcs:aklizwa~kliS(VERB,1)
akrAntA	1	vidyut:akrAnta~akrAnta(noun,2)
akrUra	2	dcs:akrUra~akrUra(ADJ,1);dcs:akrUraH~akrUra(ADJ,1)
akriyA	1	vidyut:akriyAyAm~akriya(noun,1)
akriya	1	vidyut:akriyARAm~akriyA(noun,2)
akroDa	1	dcs:akroDaH~akroDa(ADJ,1)
akruDyat	1	vidyut:akruDyad~kruD(verb,1)
aktu	2	vidyut:aktos~aktA(noun,2);vidyut:aktos~aktos(ind,1)
akuSala	2	dcs:akuSala~akuSala(NOUN,1);dcs:akuSalam~akuSala(NOUN,2)
akz	1	vidyut:akzati~akz(verb,1)
akza	8	dcs:akzA~akza(NOUN,5);dcs:akzAH~akza(ADJ,12);dcs:akzARAm~akza(ADJ,7);dcs:akzI~akzi(NOUN,7);dcs:akzaH~akza(ADJ,1)
akzama	2	dcs:akzamA~akzamA(NOUN,14);dcs:akzamaH~kzam(VERB,1)
akzara	12	dcs:akzarA~akzara(ADJ,12);dcs:akzarARAm~akzara(ADJ,1);dcs:akzarARi~akzara(ADJ,1);dcs:akzarAt~akzara(ADJ,1);dcs:akzara~akzara(ADJ,30)
akzata	2	dcs:akzata~akzata(ADJ,2);vidyut:akzatAByAm~akzatA(noun,6)
akzavatI	2	dcs:akzavatyAm~akzavat(ADJ,1);vidyut:akzavatI~akzavat(noun,4)
akzaya	3	dcs:akzaya~akzaya(NOUN,1);dcs:akzayaH~akzaya(NOUN,2);dcs:akzaye~akzaya(NOUN,2)
akzayya	2	dcs:akzayya~akzayya(NOUN,2);dcs:akzayyam~akzayya(NOUN,4)
akzi	3	dcs:akzi~akza(ADJ,6);dcs:akzyAv~akzI(NOUN,1);dcs:kzi~kzi(NOUN,1)
akzipat	1	dcs:akzipad~kzip(VERB,1)
akzita	1	dcs:akzitA~akzitA(NOUN,1)
akziti	2	dcs:akzitiH~akziti(ADJ,2);dcs:akzitim~akziti(ADJ,2)
alIka	2	dcs:alIka~alIka(ADJ,8);dcs:alIkam~alIka(NOUN,4)
alabDa	1	dcs:alabDa~laB(VERB,5)
alakA	1	dcs:alakA~alaka(NOUN,4)
alaka	2	dcs:alakaM~alakam(ADV,1);dcs:alakam~alakam(ADV,3)
alam	2	dcs:alaM~ala(NOUN,1);dcs:alam~ala(NOUN,1)
alar	1	dcs:alarzi~alarzi(NOUN,1)
alasa	2	dcs:alasa~alasa(NOUN,5);dcs:alasaH~alasa(NOUN,1)
aliNga	1	dcs:aliNgam~aliNga(NOUN,1)
alpaka	2	dcs:alpikA~alpikA(NOUN,1);vidyut:alpakAya~alpakAya(noun,2)
am	2	dcs:am~aM(ADV,2);dcs:ame~ama(NOUN,2)
amA	1	dcs:amA~amA(NOUN,6)
amAnuzI	1	dcs:amAnuzIzu~amAnuza(ADJ,2)
amAnuza	1	dcs:amAnuzAn~amAnuza(NOUN,1)
amAvAsyA	1	dcs:amAvAsye~amAvAsya(ADJ,2)
amUra	1	dcs:mUra~mUra(ADJ,1)
ama	3	dcs:amAd~amAt(ADV,1);dcs:amaH~ama(PRON,11);dcs:amo~ama(NOUN,8)
amala	4	dcs:amalA~amalA(NOUN,6);dcs:amalAH~amala(NOUN,1);dcs:amalAn~amala(NOUN,1);dcs:amala~amala(NOUN,7)
amara	7	dcs:amarA~amara(NOUN,7);dcs:amarAH~amara(ADJ,5);dcs:amarAn~amara(ADJ,1);dcs:amara~amara(ADJ,45);dcs:amaraH~amara(ADJ,31)
amaraRa	1	dcs:amaraRa~amaraRa(ADJ,1)
amartya	5	dcs:amartyA~amartya(NOUN,1);dcs:amartyAH~amartya(NOUN,1);dcs:amartyAn~amartya(NOUN,1);dcs:amartya~amartya(NOUN,2);dcs:amartyam~amartya(NOUN,1)
amata	1	vidyut:amatam~am(verb,1)
ameDas	2	vidyut:ameDas~meD(verb,1);vidyut:ameDas~miD(verb,1)
ameDya	4	dcs:ameDyAt~ameDya(ADJ,1);dcs:ameDya~ameDya(ADJ,19);dcs:ameDyam~ameDya(NOUN,11);dcs:ameDye~ameDya(NOUN,1)
amftA	1	dcs:amftA~amfta(ADJ,104)
amfta	14	dcs:amftAH~amftA(NOUN,9);dcs:amftAm~amftA(NOUN,6);dcs:amftAnAm~amfta(NOUN,3);dcs:amftAni~amfta(ADJ,8);dcs:amftAt~amfta(ADJ,2)
amftapa	1	dcs:mftapAH~mftapa(NOUN,1)
amftarasA	1	vidyut:amftarasa~amftarasa(noun,2)
amftasamBavA	1	vidyut:amftasamBava~amftasamBava(noun,2)
amftyu	1	dcs:amftyu~amftyu(NOUN,1)
amitra	3	dcs:amitra~amitra(ADJ,1);dcs:amitre~amitra(ADJ,2);dcs:mitreByo~mitra(NOUN,4)
amlAna	1	dcs:amlAna~amlAna(NOUN,4)
amla	1	dcs:amla~amla(NOUN,270)
amoGA	1	dcs:amoGA~amoGa(ADJ,10)
amoGa	1	dcs:amoGaM~amoGa(NOUN,1)
amukta	1	vidyut:amukta~muc(verb,1)
an	3	dcs:Ana~Ana(NOUN,1);vidyut:Anyam~Ani(noun,6);vidyut:Anyam~AnI(noun,2)
anADfzya	1	dcs:anADfzyaH~anADfzya(ADJ,2)
anASrita	2	dcs:anASrita~anASrita(NOUN,3);dcs:anASritaH~anASrita(NOUN,1)
anAcAra	1	dcs:anAcAra~anAcAra(NOUN,1)
anAdara	1	dcs:anAdaraH~anAdara(ADJ,3)
anAdyanta	2	vidyut:anAdyanta~nAdi(verb,2);vidyut:anAdyanta~nad(verb,1)
anAgA	1	vidyut:anAga~anAga(noun,2)
anAgas	2	dcs:anAgAH~anAga(ADJ,3);vidyut:anAgas~anAga(noun,1)
anAgata	1	dcs:anAgate~anAgata(NOUN,1)
anAhAra	1	dcs:anAhAraH~anAhAra(NOUN,1)
anAhata	1	dcs:anAhata~anAhata(NOUN,1)
anAlamba	1	dcs:anAlambam~anAlamba(NOUN,1)
anAmaya	3	dcs:anAmaya~anAmaya(NOUN,1);dcs:anAmayaM~anAmaya(ADJ,4);dcs:anAmayam~anAmaya(NOUN,39)
anAnata	2	vidyut:anAnata~nAnay(verb,1);vidyut:anAnatam~nAnay(verb,1)
anArya	1	dcs:anArya~anArya(NOUN,1)
anAsTA	1	vidyut:anAsTa~anAsTa(noun,2)
anAtmavat	1	vidyut:anAtmavat~anAtmavat(ind,1)
anAyAnt	1	dcs:anAyati~anAyati(NOUN,2)
anAyAsa	1	dcs:anAyAsa~anAyAsa(ADJ,1)
anDa	5	dcs:anDA~anDa(NOUN,1);dcs:anDa~anDas(NOUN,12);dcs:anDaH~anDas(NOUN,21);dcs:anDaM~anDa(NOUN,1);dcs:anDe~anDa(NOUN,1)
anDaka	1	dcs:anDaka~anDaka(ADJ,1)
anUQA	1	dcs:anUQA~anUQa(ADJ,1)
anUhya	1	vidyut:anUhya~anuvah(ind,1)
anUnA	1	vidyut:anUne~anUna(noun,9)
anUna	1	dcs:anUnA~anUnA(NOUN,1)
anUpa	2	dcs:anUpAH~anUpa(ADJ,1);dcs:anUpa~anUpa(ADJ,7)
anaBijYa	1	dcs:anaBijYA~anaBijYA(NOUN,1)
anaGa	1	dcs:anaGaH~anaGa(NOUN,7)
anaSva	1	vidyut:anaSva~anaSvan(noun,3)
anaYjana	1	dcs:anaYjana~anaYjana(NOUN,1)
anadDA	1	dcs:nadDA~nah(VERB,1)
anagni	1	dcs:anagni~anagni(NOUN,1)
anala	1	dcs:nale~nala(NOUN,12)
anamIva	1	dcs:anamIvam~anamIva(NOUN,1)
anamitra	1	dcs:anamitram~anamitra(ADJ,2)
ananna	1	dcs:anannam~ananna(NOUN,4)
anantA	2	dcs:anantA~ananta(ADJ,19);dcs:anantAm~ananta(ADJ,4)
ananta	6	dcs:anantAH~ananta(NOUN,2);dcs:ananta~ananta(NOUN,61);dcs:anantaH~ananta(NOUN,31);dcs:anantam~ananta(NOUN,17);dcs:anantasya~ananta(ADJ,10)
anantaka	1	dcs:anantakam~anantaka(NOUN,1)
anantara	2	dcs:anantarA~anantarA(NOUN,2);dcs:anantaraH~anantara(NOUN,1)
anantaram	2	dcs:anantaraM~anantara(ADJ,34);dcs:anantaram~anantara(ADJ,181)
anapatrapA	1	vidyut:anapatrapa~anapatrapa(noun,2)
anarTa	7	dcs:anarTAH~anarTa(ADJ,1);dcs:anarTAn~anarTa(ADJ,1);dcs:anarTAnAM~anarTa(ADJ,1);dcs:anarTa~anarTa(ADJ,11);dcs:anarTaH~anarTa(ADJ,2)
anarvan	2	vidyut:anarva~anarva(noun,2);vidyut:anarvaRAm~anarvaRa(noun,2)
anas	1	dcs:nasi~nas(NOUN,2)
anasUyA	1	vidyut:anasUya~anasUya(noun,2)
anava	1	dcs:anavaH~anu(NOUN,1)
anavadya	1	dcs:anavadyA~anavadyA(NOUN,1)
anaya	3	dcs:anayaH~nI(VERB,1);dcs:anayam~nI(VERB,3);dcs:anayo~idam(PRON,3)
and	2	vidyut:anda~andi(noun,4);vidyut:anda~and(verb,1)
anehas	2	dcs:anehasA~anehas(NOUN,2);dcs:anehasam~anehas(NOUN,2)
anenas	2	dcs:anenAH~anenas(ADJ,3);vidyut:anenas~anena(noun,1)
anfc	1	dcs:anfcaH~anfca(ADJ,2)
anfju	1	dcs:anfju~anfju(NOUN,1)
anfta	9	dcs:anftA~anfta(NOUN,4);dcs:anftAH~anfta(NOUN,1);dcs:anftAni~anfta(ADJ,1);dcs:anfta~anfta(ADJ,23);dcs:anftaH~anfta(NOUN,4)
aniSam	2	dcs:aniSam~aniSa(ADJ,2);dcs:niSam~niSA(NOUN,9)
anicCA	1	vidyut:anicCa~anicCa(noun,2)
anidra	1	dcs:anidrA~anidrA(NOUN,3)
animeza	1	vidyut:animezam~animezam(ind,1)
animitta	2	dcs:animitta~animitta(NOUN,5);dcs:animittam~animitta(NOUN,4)
animittatas	1	dcs:animittataH~animitta(NOUN,3)
animiza	2	dcs:animiza~animiza(NOUN,1);dcs:animizaH~animiza(NOUN,2)
anindya	2	vidyut:anindye~nind(verb,1);vidyut:anindye~nindi(verb,1)
anirudDa	1	dcs:anirudDa~anirudDa(ADJ,1)
anizwa	2	dcs:anizwa~anizwa(NOUN,3);dcs:anizwaM~anizwa(NOUN,1)
anna	1	dcs:annam~Siva(ADJ,1)
annapUrRA	1	vidyut:annapUrRA~annapUrRa(noun,1)
anta	3	dcs:antA~antar(ADV,5);dcs:antaH~antar(ADV,188);dcs:antam~antam(ADV,1)
antaka	5	dcs:antakAya~antaka(ADJ,6);dcs:antaka~antaka(ADJ,3);dcs:antakaH~antaka(ADJ,38);dcs:antakam~antaka(ADJ,44);dcs:antakasya~antaka(ADJ,2)
antar	2	dcs:antaS~anta(NOUN,5);dcs:antas~anta(NOUN,3)
antarA	1	dcs:antarA~antara(ADJ,14)
antarAya	1	dcs:antarAyAH~antara(ADJ,1)
antarBU	1	dcs:antarBUta~antarBUta(ADJ,1)
antara	7	dcs:antarARi~antara(NOUN,23);dcs:antarAt~antara(ADJ,47);dcs:antara~antara(NOUN,305);dcs:antaraH~antara(NOUN,14);dcs:antaraM~antara(ADJ,18)
antaraNga	1	dcs:antaraNga~antaraNga(ADJ,2)
antareRa	1	dcs:antareRa~antara(ADJ,99)
antari	1	dcs:antarita~antarita(ADJ,2)
antarikzya	1	dcs:AntarikzyA~Antarikza(ADJ,1)
antarmuKa	1	dcs:antarmuKa~antarmuKa(NOUN,1)
antatas	2	dcs:antata~anta(NOUN,1);dcs:antataH~anta(NOUN,29)
antevAsin	2	dcs:antevAsI~antevAsin(ADJ,2);dcs:antevAsinaH~antevAsin(ADJ,2)
anti	1	dcs:anti~antI(NOUN,1)
antideva	1	dcs:antidevam~antideva(NOUN,1)
antika	3	dcs:antika~antika(ADJ,5);dcs:antikam~antika(ADJ,6);dcs:antike~antika(ADJ,10)
antya	1	dcs:antya~antya(NOUN,1)
antyaja	1	dcs:antyaja~antyaja(NOUN,2)
anu	1	dcs:anu~anu(NOUN,11)
anuBU	1	vidyut:anuBAvin~anuBAvi(noun,2)
anuBava	1	dcs:anuBava~anuBU(VERB,2)
anuSAs	1	dcs:anuSAstA~anuSAstf(ADJ,2)
anuSayin	1	dcs:anuSayI~anuSayI(NOUN,3)
anuSiz	1	dcs:anuSizya~anuSAs(VERB,9)
anucara	3	dcs:anucarA~anucara(ADJ,2);dcs:anucarAH~anucara(ADJ,5);dcs:anucaraH~anucara(ADJ,4)
anudAtta	1	dcs:anudAtta~anudAtta(ADJ,1)
anudData	2	dcs:anudData~anudData(NOUN,1);dcs:anudDataH~anudData(NOUN,1)
anujAta	1	vidyut:anujAta~anujAtA(noun,3)
anujIvin	1	dcs:anujIvinaH~anujIvin(ADJ,1)
anuja	1	dcs:anujena~anuja(ADJ,2)
anuloma	1	dcs:anuloma~anuloma(NOUN,1)
anuman	1	dcs:anumata~anumata(NOUN,3)
anumata	1	dcs:anumataM~anuman(VERB,3)
anunaya	2	dcs:anunaya~anunI(VERB,3);dcs:anunayena~anunaya(ADJ,1)
anupAdi	1	vidyut:anupAdAya~anupad(noun,2)
anupaTa	1	vidyut:anupaTam~anupaTam(ind,1)
anupada	2	dcs:anupada~anupada(ADJ,1);dcs:anupadam~anupada(ADJ,2)
anupasTita	1	dcs:anupasTita~anupasTita(NOUN,1)
anurUpa	8	dcs:anurUpAByAm~anurUpa(NOUN,2);dcs:anurUpAt~anurUpa(NOUN,7);dcs:anurUpa~anurUpa(NOUN,3);dcs:anurUpaH~anurUpa(NOUN,8);dcs:anurUpaM~anurUpa(NOUN,4)
anusaMDA	1	vidyut:anusanDAtA~anusaMDA(verb,2)
anusaMcar	1	vidyut:anusaYcaranti~anusaMcar(verb,1)
anusaMpraAp	1	vidyut:anusamprAptA~anusaMpraAp(verb,2)
anusamAhf	1	vidyut:anusamAharat~anusamAhf(verb,1)
anuttara	1	dcs:anuttara~anuttara(NOUN,18)
anuvaMSa	1	dcs:anuvaMSam~anuvaMSa(ADJ,1)
anuvac	2	dcs:anUcAna~anUcAna(ADJ,4);dcs:anUcya~anvaYc(ADJ,1)
anuvartitf	1	dcs:anuvartitA~anuvft(VERB,1)
anuviDAv	1	vidyut:anuviDAvati~anuviDAv(verb,1)
anuviS	2	vidyut:anuveSya~anuveSi(noun,2);vidyut:anuveSya~anuveSi(ind,1)
anuvraj	1	dcs:anuvraja~anuvraja(NOUN,1)
anuyA	1	dcs:anuyAtA~anuyAtf(NOUN,2)
anuyuj	2	vidyut:anuyojya~anuyoji(noun,2);vidyut:anuyojya~anuyoji(ind,1)
anvAi	2	vidyut:anvAyam~anvi(verb,1);vidyut:anvAyam~anvAi(verb,1)
anvAsi	1	vidyut:anvAsAn~anvas(noun,2)
anvavaIkz	1	vidyut:anvavekzita~anvavaIkzi(noun,2)
anvavai	1	vidyut:anvaveta~anvavai(verb,1)
anvaya	1	dcs:anvayAt~anuyA(VERB,20)
anvi	2	dcs:anvezi~anvezin(ADJ,1);vidyut:anvezyati~anvi(verb,1)
anvita	2	dcs:anvita~anvi(VERB,1);dcs:anvitam~anvi(VERB,1)
anya	4	dcs:anyAM~anyA(NOUN,1);dcs:anyaH~anya(ADJ,1);dcs:anyac~ca(CONJ,1);dcs:anyezu~anya(ADJ,1)
ap	7	dcs:ApA~Ap(VERB,1);dcs:Apa~Ap(VERB,69);dcs:adBiH~ad(ADJ,9);dcs:adByaH~ad(ADJ,1);dcs:apAM~pA(VERB,1)
apAYc	2	dcs:apAg~apAk(ADV,2);dcs:apAk~apAk(ADV,1)
apAcya	1	vidyut:apAcya~apaaYc(ind,2)
apAn	1	dcs:apAnataH~apAna(NOUN,1)
apAna	1	dcs:pAno~pA(VERB,1)
apAra	2	dcs:apAra~apAra(NOUN,2);dcs:apAre~apAra(NOUN,2)
apIta	1	dcs:apIta~apI(VERB,1)
apUrva	3	dcs:apUrva~apUrva(NOUN,1);dcs:apUrvaH~apUrva(NOUN,1);dcs:apUrvam~apUrva(NOUN,1)
apa	2	dcs:apA~ap(NOUN,3);dcs:apa~ap(NOUN,195)
apaAkf	1	vidyut:apAcakAra~apaAkF(verb,2)
apaDmA	1	vidyut:apaDamanti~apaDmA(verb,1)
apaIkz	1	vidyut:apekzaka~apaIkzi(noun,4)
apaSyat	1	dcs:apaSyantyAH~apaSyantI(NOUN,1)
apaan	1	vidyut:apAnaka~apaAni(noun,8)
apacar	1	vidyut:apacArin~apacAri(noun,2)
apaci	1	dcs:apacita~apacit(NOUN,1)
apad	1	vidyut:apadi~padi(verb,2)
apadas	1	vidyut:apadasyanti~apadas(verb,1)
apadiS	2	vidyut:apadeSya~apadeSi(noun,2);vidyut:apadeSya~apadeSi(ind,1)
apahA	1	dcs:apahAya~apaha(ADJ,1)
apahAri	1	vidyut:apahAraka~apahf(noun,2)
apahara	1	dcs:apahara~apahf(VERB,1)
apahas	1	vidyut:apahAsyam~apahAsi(noun,3)
apahf	1	vidyut:apahArin~apahAri(noun,2)
apai	2	vidyut:apAyin~apaay(noun,2);vidyut:apAyin~apaAyi(noun,2)
apakAri	3	vidyut:apakAri~apaskAri(noun,9);vidyut:apakAri~apakf(noun,3);vidyut:apakAri~apaskF(noun,3)
apakarzaRa	1	dcs:apakarzaRam~apakarzaRa(ADJ,4)
apakf	4	dcs:apakftam~apakfta(NOUN,1);vidyut:apakArin~apaskF(noun,2);vidyut:apakArin~apakAri(noun,2);vidyut:apakArin~apaskAri(noun,2)
apakfz	3	dcs:apakfzwa~apakfzwa(ADJ,4);dcs:apakfzwam~apakfzwa(ADJ,2);dcs:apakfzwena~apakfzwa(ADJ,2)
apakram	1	dcs:apakrAntam~apakrAnta(NOUN,1)
apamfj	1	vidyut:apamfzwa~apamfj(verb,1)
apami	2	dcs:apamitya~apamitya(NOUN,1);dcs:apamityam~apamitya(NOUN,1)
apanaya	1	dcs:apanaya~apanI(VERB,2)
apanud	1	vidyut:apanud~apanu(noun,7)
aparAD	1	vidyut:aparADin~aparADi(noun,2)
aparADa	1	dcs:aparADAH~aparAD(VERB,1)
aparADitA	1	vidyut:aparADita~aparADi(noun,2)
aparAjitA	1	dcs:aparAjitA~aparAjita(ADJ,6)
aparAjita	5	dcs:aparAjitAH~aparAjitA(NOUN,1);dcs:aparAjitAm~aparAjitA(NOUN,2);dcs:aparAjita~aparAjita(NOUN,1);dcs:aparAjitaH~aparAjita(NOUN,19);dcs:aparAjitam~aparAjita(NOUN,1)
apara	11	dcs:aparA~aparA(NOUN,15);dcs:aparAH~apara(ADJ,1);dcs:aparAM~aparA(NOUN,1);dcs:aparARi~apara(ADJ,1);dcs:aparAm~aparA(NOUN,3)
apareRa	1	dcs:apareRa~apara(PRON,123)
aparigraha	2	dcs:aparigraha~aparigraha(ADJ,2);dcs:aparigrahaH~aparigraha(ADJ,2)
apartu	1	dcs:apartu~apartu(ADV,1)
aparvan	1	vidyut:aparvan~parv(verb,1)
apas	6	dcs:apAH~pA(VERB,10);dcs:apasA~apas(ADJ,1);dcs:apasAm~apas(NOUN,1);dcs:apasaH~apas(NOUN,10);dcs:apasam~apas(NOUN,2)
apasTA	1	vidyut:apasTAtA~apasTA(noun,1)
apasf	1	vidyut:apasarati~apasf(verb,1)
apasfp	1	dcs:apasarpa~apasarpa(NOUN,5)
apasiD	1	vidyut:apaseDanti~apasiD(verb,2)
apasyA	1	vidyut:apasya~apasya(noun,2)
apatrap	1	vidyut:apatrap~apatrApi(noun,7)
apavf	1	dcs:aporRute~apAvf(VERB,3)
apavic	1	vidyut:apAvinak~apavij(verb,2)
apavye	1	vidyut:apavyayate~apavye(verb,1)
apayA	1	dcs:apAyAt~apAya(NOUN,5)
apekzA	2	dcs:apekzA~apekza(ADJ,3);dcs:apekzayA~apekza(ADJ,1)
apfkta	1	dcs:apfkta~pfc(VERB,1)
api	3	dcs:api~ap(NOUN,2);dcs:apy~ap(NOUN,2);dcs:pi~medas(NOUN,1)
apivfj	1	vidyut:apivfYjanti~apivfj(verb,1)
aprApta	1	vidyut:aprApte~aprApti(noun,2)
apraja	2	dcs:aprajA~aprajas(ADJ,2);dcs:aprajAH~aprajas(ADJ,1)
aprajas	1	vidyut:aprajas~apraja(noun,1)
apramARa	2	dcs:apramARa~apramARa(ADJ,10);dcs:apramARam~apramARa(ADJ,1)
apramAda	1	dcs:apramAdam~apramAda(NOUN,3)
apratizWa	2	dcs:apratizWaH~apratizWa(NOUN,1);vidyut:apratizWa~apratizWA(noun,3)
apriya	2	dcs:apriya~apriya(NOUN,1);vidyut:apriyARAm~apriyA(noun,2)
apsA	1	vidyut:apsAm~psA(verb,1)
apyUh	4	vidyut:apyUhe~apyUhi(noun,39);vidyut:apyUhe~apivah(verb,4);vidyut:apyUhe~apivah(noun,3);vidyut:apyUhe~apyUh(verb,1)
arAjaka	2	dcs:arAjaka~arAjaka(ADJ,1);dcs:arAjake~arAjaka(NOUN,1)
arAjan	1	vidyut:arAjan~rAj(verb,1)
arBaka	3	dcs:arBaka~arBaka(ADJ,1);dcs:arBakam~arBaka(NOUN,1);dcs:arBake~arBaka(ADJ,1)
arDa	6	dcs:arDa~arDa(NOUN,542);dcs:arDaH~arDa(ADJ,4);dcs:arDaM~arDa(ADJ,19);dcs:arDam~arDa(ADJ,45);dcs:arDe~arDa(ADJ,6)
arRas	1	dcs:arRaH~arRa(NOUN,4)
arRava	2	dcs:arRavaH~arRava(ADJ,4);dcs:arRavam~arRava(ADJ,1)
arTay	1	dcs:arTitA~arTitA(NOUN,3)
arTin	6	dcs:arTI~arTin(NOUN,10);dcs:arTinAm~arTin(NOUN,1);dcs:arTinI~arTin(NOUN,1);dcs:arTinaH~arTin(NOUN,3);dcs:arTinam~arTin(NOUN,1)
ara	2	dcs:ara~are(ADV,3);dcs:aram~aram(ADV,23)
araMkft	1	vidyut:araNkfti~araMkfti(noun,3)
araRI	1	dcs:raRyA~raRya(ADJ,1)
araRa	2	dcs:araRaM~araRa(NOUN,1);dcs:araRam~araRa(NOUN,1)
araRi	2	dcs:araRI~araRI(NOUN,33);dcs:araRyA~araRI(NOUN,1)
araRya	2	dcs:araRyam~Suci(ADJ,1);dcs:raRya~raRya(ADJ,1)
araTI	1	vidyut:araTi~araTin(noun,3)
araja	1	dcs:araje~arajA(NOUN,1)
aram	2	dcs:araM~fC(VERB,1);dcs:ram~raM(ADV,2)
aramati	1	dcs:aramatiH~aramati(ADJ,1)
arapas	2	vidyut:arapas~rap(verb,1);vidyut:arapas~arapa(noun,1)
araqA	1	vidyut:araqa~araqa(noun,2)
arasa	1	dcs:arasa~arasa(NOUN,2)
arati	1	dcs:aratir~arati(ADJ,1)
arbudi	1	dcs:arbude~arbuda(NOUN,13)
arc	2	dcs:arcitAni~arcay(VERB,1);dcs:arcya~arcay(VERB,8)
arcA	1	dcs:arcA~arc(VERB,11)
arcat	2	vidyut:arcatas~arc(verb,2);vidyut:arcatas~arc(noun,10)
arci	5	dcs:arcayaH~arcay(VERB,1);vidyut:arcayantas~arc(noun,2);vidyut:arcin~arc(noun,4);vidyut:arcin~fc(noun,2);vidyut:arcyantAm~arc(verb,2)
arcin	1	dcs:arcI~arcis(NOUN,2)
arcizmat	1	dcs:arcizmatI~arcizmatI(NOUN,1)
ard	5	vidyut:ard~ardi(noun,14);vidyut:ard~arDi(noun,14);vidyut:ard~arTi(noun,14);vidyut:ard~ftIyi(noun,7);vidyut:ardyamAna~ardi(noun,4)
arday	1	dcs:arditaM~ardita(NOUN,2)
ardi	3	vidyut:ardayatAm~ardi(verb,4);vidyut:ardayatAm~ard(noun,2);vidyut:ardayatAm~ard(verb,2)
ardita	1	dcs:ardita~arday(VERB,8)
are	1	dcs:are~ara(NOUN,15)
arepas	1	vidyut:arepas~arepa(noun,1)
arh	2	dcs:arhAt~arha(ADJ,1);dcs:arhann~arhant(NOUN,1)
arha	2	dcs:arha~arha(NOUN,1);dcs:arhaH~arh(NOUN,2)
arhaRA	1	dcs:arhaRA~arhaRa(ADJ,1)
arhant	3	dcs:arhan~arh(VERB,12);dcs:arhat~arh(VERB,2);dcs:arhataH~arh(VERB,24)
ari	4	dcs:ariH~ari(ADJ,7);dcs:ariRA~ri(VERB,3);dcs:arim~ari(ADJ,2);dcs:riRA~ri(VERB,1)
ariMdama	2	dcs:ariMdama~ariMdama(NOUN,5);dcs:arindama~ariMdama(NOUN,1)
ariha	1	vidyut:arihA~arihan(noun,1)
arihan	1	vidyut:arihan~rih(verb,1)
arizwA	1	dcs:arizwA~arizwa(ADJ,14)
arizwa	9	dcs:arizwABiH~arizwA(NOUN,1);dcs:arizwAH~arizwa(NOUN,5);dcs:arizwAn~arizwa(ADJ,3);dcs:arizwa~arizwa(ADJ,25);dcs:arizwaH~arizwa(ADJ,16)
arjuna	7	dcs:arjuna~arjuna(ADJ,3);dcs:arjunaH~arjuna(ADJ,1);dcs:arjunaM~arjuna(ADJ,4);dcs:arjunam~arjuna(ADJ,3);dcs:arjune~arjuna(ADJ,1)
aroga	1	dcs:aroga~aroga(NOUN,2)
arpaRa	1	dcs:arpaRa~arpaRa(ADJ,1)
aruRI	2	vidyut:aruRI~aruRi(noun,6);vidyut:aruRI~aru(noun,3)
aruRa	8	dcs:aruRA~aruRA(NOUN,17);dcs:aruRAni~aruRa(NOUN,1);dcs:aruRAya~aruRa(NOUN,2);dcs:aruRa~aruRa(NOUN,42);dcs:aruRaH~aruRa(NOUN,21)
aruja	1	dcs:arujaH~aruja(NOUN,2)
arus	1	dcs:aruzi~aruzI(NOUN,1)
aruza	1	dcs:aruzIH~aruzI(NOUN,1)
arvAYc	1	dcs:arvAN~arvAk(ADV,6)
arvAk	2	dcs:arvAg~arvAYc(ADJ,7);dcs:arvAk~arvAYc(ADJ,10)
arvant	3	dcs:arvatAm~arvat(ADJ,1);dcs:arvataH~arvat(ADJ,1);dcs:arvate~arvat(ADJ,1)
arvatI	2	dcs:arvatIr~arvat(ADJ,1);vidyut:arvatI~arvat(noun,4)
arzaRI	3	vidyut:arzaRI~arzaRin(noun,1);vidyut:arzaRI~fz(noun,1);vidyut:arzaRI~arzi(noun,1)
as	46	dcs:Asa~Asa(NOUN,5);dcs:Asan~Asan(NOUN,24);dcs:Asann~Asan(NOUN,11);dcs:AstAM~As(VERB,28);dcs:as~as(ADV,1)
asAra	1	dcs:asAra~asAra(NOUN,4)
asTira	1	dcs:asTiraH~asTira(NOUN,1)
asUyA	2	dcs:asUyA~asUya(ADJ,1);dcs:asUyayA~asUya(ADJ,1)
asaMBava	1	dcs:asaMBava~asaMBava(NOUN,1)
asaMSaya	1	dcs:asaMSayaH~asaMSaya(ADJ,4)
asaMSayam	2	dcs:asaMSayaM~asaMSaya(NOUN,19);dcs:asaMSayam~asaMSaya(ADJ,64)
asaMbADa	2	vidyut:asambADAn~asaMbADA(noun,1);vidyut:asambADa~asaMbADA(noun,3)
asaMdeha	1	dcs:asaMdeha~asaMdeha(ADJ,1)
asaMjYA	1	dcs:asaMjYA~asaMjYa(ADJ,1)
asaNga	3	dcs:asaNga~asaNga(ADJ,6);dcs:asaNgaH~asaNga(NOUN,7);dcs:asaNgam~asaNga(NOUN,3)
asahya	1	vidyut:asahyam~sah(verb,1)
asakta	1	vidyut:asaktam~asaktam(ind,1)
asamaYjasa	2	dcs:asamaYjasa~asamaYjasa(ADJ,1);dcs:asamaYjasam~asamaYjasa(NOUN,2)
asamagra	1	vidyut:asamagram~asamagram(ind,1)
asana	2	dcs:asanAm~asanA(NOUN,1);dcs:asanam~san(VERB,1)
asat	5	dcs:asat~as(VERB,135);dcs:asatI~asatI(NOUN,11);dcs:asatIM~asatI(NOUN,2);dcs:asataH~as(VERB,2);dcs:asati~as(VERB,21)
